issueKey,caseId,severity,statut,module,priority,scenario,descriptionTechnique,rg,preuve,video
"ORI-790","CT-AF-05","bloquant","blocked-flow","MP6 > SP6.1","P1","RG_PAP_TYP_01/VOL_01/PLAF_01 - Typologies d'heures, volume alloue et plafond","Étape ""Tenter un volume vide/negatif"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_PAP_TYP_01, RG_PAP_VOL_01, RG_PAP_PLAF_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-05/journey.mp4"
"ORI-790","CT-AF-07","bloquant","blocked-flow","MP6 > SP6.1","P1","RG_PAP_NAV_04 / CA_PAP_NAV_05/06 - Sortie sans validation apres modifications : modale de confirmation","Étape ""Cliquer sur la fleche retour / 'Selection des activites'"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_PAP_NAV_04","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-790/CT-AF-07/journey.mp4"
"ORI-91","CT-NOTIF-01","bloquant","blocked-flow","MP3 > SP3.3","P1","RG_NOTIFCREA_01/02 - Emission du message Create quand toutes les conditions sont reunies (intervenant)","Étape ""Creer l'intervenant avec tous les champs obligatoires"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_NOTIFCREA_01, RG_NOTIFCREA_02","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-01/journey.mp4"
"ORI-91","CT-NOTIF-02","bloquant","blocked-flow","MP3 > SP3.3","P1","RG_NOTIFCREA_02 - Non-emission si un champ obligatoire manque","Étape ""Creer un intervenant sans NIR"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_NOTIFCREA_02","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-02/journey.mp4"
"ORI-91","CT-NOTIF-03","bloquant","blocked-flow","MP3 > SP3.3","P1","RG_NOTIFCREA_02 - Non-emission si aucun contrat avec date d'embauche","Étape ""Creer l'intervenant complet"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_NOTIFCREA_02","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-03/journey.mp4"
"ORI-91","CT-NOTIF-04","bloquant","blocked-flow","MP3 > SP3.3","P1","RG_NOTIFCREA_02 - Emission differee : champ manquant complete ulterieurement","Étape ""Creer l'intervenant sans NIR (pas d'emission)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_NOTIFCREA_02","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-04/journey.mp4"
"ORI-91","CT-NOTIF-05","bloquant","blocked-flow","MP3 > SP3.3","P1","RG_NOTIFMOD_01 - Emission du message Update lors d'une modification","Étape ""Valider"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_NOTIFMOD_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-05/journey.mp4"
"ORI-91","CT-NOTIF-06","bloquant","blocked-flow","MP3 > SP3.3","P1","RG_NOTIFCREA_01/MOD_01 - Inclusion conditionnelle des blocs optionnels (renseigne uniquement)","Étape ""Valider"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-06/journey.mp4"
"ORI-91","CT-NOTIF-07","bloquant","blocked-flow","MP3 > SP3.3","P1","Bloc Competences reserve aux intervenants (absent pour operationnel agence)","Étape ""Creer/notifier un intervenant avec competences"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-07/journey.mp4"
"ORI-91","CT-NOTIF-08","bloquant","blocked-flow","MP3 > SP3.3","P1","Cardinalite : un seul message ficheCollaborateur par collaborateur (multi-societe)","Étape ""Notifier l'intervenant en societe A"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-08/journey.mp4"
"ORI-91","CT-NOTIF-09","bloquant","blocked-flow","MP3 > SP3.3","P1","Correlation idCollaborateur entre ficheCollaborateur et contrat","Étape ""Notifier la fiche et le contrat"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-09/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-09/journey.mp4"
"ORI-91","CT-NOTIF-10","bloquant","blocked-flow","MP3 > SP3.3","P2","Contenu attendu par le consommateur MP5 Planning","Étape ""Notifier l'intervenant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-10/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-10/journey.mp4"
"ORI-91","CT-NOTIF-11","bloquant","blocked-flow","MP3 > SP3.3","P1","Contenu attendu par Pleiade + decoupage NIR (7 segments) et IBAN (9 segments)","Étape ""Notifier l'intervenant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-11/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-11/journey.mp4"
"ORI-91","CT-NOTIF-12","bloquant","blocked-flow","MP3 > SP3.3","P1","Transcodification des identifiants Orion vers valeurs Pleiade","Étape ""Notifier l'intervenant"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-12/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-12/journey.mp4"
"ORI-91","CT-NOTIF-13","bloquant","blocked-flow","MP3 > SP3.3","P2","Cas RGPD : purge puis reembauche -> nouvel idCollaborateur et flux Create","Étape ""Reembaucher le collaborateur (nouvelle fiche)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-13/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-13/journey.mp4"
"ORI-91","CT-NOTIF-14","bloquant","blocked-flow","MP3 > SP3.3","P3","RG_INT_NOTIF_01 - Flag de suivi d'envoi aux autres domaines (etude)","Étape ""Notifier la fiche (1er envoi)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_NOTIF_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-14/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-91/CT-NOTIF-14/journey.mp4"
"ORI-936","CT-CPT-02","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTS_1 - Changement de date 'Soldes au' : recalcul et filtrage des compteurs","Étape ""Tester une date = debut de periode puis = fin de periode"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTS_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-02/journey.mp4"
"ORI-936","CT-CPT-03","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTA_1 - Bouton 'Aujourd'hui' : retour a la date du jour","Étape ""Changer la date 'Soldes au' pour une date passee"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTA_1, RG_INT_CPTS_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-03/journey.mp4"
"ORI-936","CT-CPT-05","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTT_1c / CA-CPT-04 - Alerte rouge 'X demande(s) en attente de validation'","Étape ""Comparer avec un compteur sans demande en attente"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTT_1c","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-05/journey.mp4"
"ORI-936","CT-CPT-06","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTD_1 - Colonne 'Acquis' : valeur, format et info-bulle","Étape ""Lire la valeur 'Acquis' d'un compteur"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTD_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-06/journey.mp4"
"ORI-936","CT-CPT-07","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTP_1 - Colonne 'Pris' : jours pris <= date du jour, format et info-bulle","Étape ""Lire la valeur 'Pris'"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTP_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-07/journey.mp4"
"ORI-936","CT-CPT-08","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTO_1 - Colonne 'Solde actuel' = Acquis - Pris","Étape ""Relever Acquis et Pris d'un compteur"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTO_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-08/journey.mp4"
"ORI-936","CT-CPT-09","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTL_1 - Colonne 'Solde previsionnel' = Acquis - Pris - conges valides futurs","Étape ""Relever Solde actuel et conges valides futurs"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTL_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-09/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-09/journey.mp4"
"ORI-936","CT-CPT-10","bloquant","blocked-flow","MP3 > SP3.4","P2","RG_INT_CPTV_1 / CA-CPT-07 - Bouton 'Voir l'historique' (drawer par periode)","Étape ""Identifier le bouton horloge d'une ligne"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTV_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-10/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-10/journey.mp4"
"ORI-936","CT-CPT-11","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_CPTB_1 / CA-CPT-05/06 - Bouton MODIFIER selon habilitation","Étape ""Se connecter avec un utilisateur habilite"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTB_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-11/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-11/journey.mp4"
"ORI-936","CT-CPT-12","bloquant","blocked-flow","MP3 > SP3.4","P2","Conformite maquette et lecture seule des champs de l'ecran principal","Étape ""Comparer l'ecran a la maquette (colonnes, ordre, boutons)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTT_1c","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-12/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-12/journey.mp4"
"ORI-936","CT-CPT-13","bloquant","blocked-flow","MP3 > SP3.4","P1","Coherence globale : changement de date -> recalcul de toutes les colonnes","Étape ""Relever toutes les colonnes"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_CPTS_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-13/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-936/CT-CPT-13/journey.mp4"
"ORI-956","CT-ABH-02","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABAHCT_1 cas 1 - Dates differentes : heures grisees et remises a blanc (CA D11/D12)","Étape ""Corriger la date fin a 10/06"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABAHCT_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-02/journey.mp4"
"ORI-956","CT-ABH-03","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABAHCT_1 cas 2a - Heure debut sans heure fin (CA D13)","Étape ""Laisser heure fin vide"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABAHCT_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-03/journey.mp4"
"ORI-956","CT-ABH-04","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABAHCT_1 cas 2b - Heure fin sans heure debut (CA D14)","Étape ""Laisser heure debut vide"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABAHCT_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-04/journey.mp4"
"ORI-956","CT-ABH-05","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABAHCT_1 cas 2c - Heure debut >= heure fin (CA D15)","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABAHCT_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-05/journey.mp4"
"ORI-956","CT-ABH-06","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABACHE_1 - Chevauchement avec conges existants (dates <>) (CA E1)","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACHE_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-06/journey.mp4"
"ORI-956","CT-ABH-07","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABACHE_1 - Chevauchement avec absence existante (dates <>) (CA E2)","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACHE_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-07/journey.mp4"
"ORI-956","CT-ABH-08","bloquant","blocked-flow","MP3 > SP3.4","P2","RG_INT_ABACHE_1 - Cas passants : periodes disjointes et exclusivite Non / statut Annule (CA E3-E6)","Étape ""Cas existante Exclusivite=Non"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACHE_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-08/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-08/journey.mp4"
"ORI-956","CT-ABH-09","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABACHE_2 - Chevauchement horaire vs conge 1/2 journee (dates =) (CA E7/E8)","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACHE_2","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-09/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-09/journey.mp4"
"ORI-956","CT-ABH-10","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABACHE_2 - Chevauchement horaire vs absence et vs conge journee (CA E9/E10)","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACHE_2","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-10/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-10/journey.mp4"
"ORI-956","CT-ABH-11","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABACAD_1 (A) - Calcul et affichage de la duree en jours (modes de decompte) (CA F1-F4)","Étape ""Cas avec ferie chome dans la periode (13-15/07)"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACAD_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-11/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-11/journey.mp4"
"ORI-956","CT-ABH-12","bloquant","blocked-flow","MP3 > SP3.4","P2","RG_INT_ABACAD_1 (A) - Droit local Alsace-Moselle et priorite des concepts (CA F5)","Étape ""Comparer avec un collaborateur en droit commun"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACAD_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-12/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-12/journey.mp4"
"ORI-956","CT-ABH-14","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABACAD_1 (C) - Duree = 0 : message bloquant","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABACAD_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-14/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-14/journey.mp4"
"ORI-956","CT-ABH-15","bloquant","blocked-flow","MP3 > SP3.4","P1","RG_INT_ABADUR_1 - Controle du nombre de jours max (dates <>) (CA F9-F11)","Étape ""Cas date debut = date fin"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_INT_ABADUR_1, RG_INT_ABACAD_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-15/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-15/journey.mp4"
"ORI-956","CT-ABH-16","bloquant","blocked-flow","MP3 > SP3.4","P2","Reutilisation des RG sur les ecrans Modification et Visualisation d'une absence","Étape ""Tenter d'enregistrer"" : élément cible introuvable sur INT2 (parcours bloqué ici)","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-16/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-956/CT-ABH-16/journey.mp4"
"ORI-995","CT-ABD-01","bloquant","blocked-flow","MP4 > SP4.2","P1","Disponibilite de l'action Abandonner selon le statut et les devis associes","Étape ""'Qualification en cours'"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_BSN_ABAND_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-01/journey.mp4"
"ORI-995","CT-ABD-03","bloquant","blocked-flow","MP4 > SP4.2","P1","RG_BSN_ABAND_COMM_01 / CA-02 - Motif 'Autre' : champ Commentaire affiche et obligatoire","Étape ""Tenter de valider sans commentaire"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_BSN_ABAND_COMM_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-03/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-03/journey.mp4"
"ORI-995","CT-ABD-05","bloquant","blocked-flow","MP4 > SP4.2","P2","RG_BSN_ABAND_RET_01 / CA-03 - Annulation de la procedure d'abandon (bouton Retour)","Étape ""Cliquer sur 'Retour'"" : élément cible introuvable sur INT2 (parcours bloqué ici)","RG_BSN_ABAND_RET_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-995/CT-ABD-05/journey.mp4"
"ORI-1039","CT-DURF-01","moyen","assertion-low","MP3 > SP3.2","P1","RG_CONT_Hhebdo_13 - Champ heures hebdomadaires : affichage, saisie UI, format et messages","Étapes 5/5, assertions 0/4","RG_CONT_Hhebdo_13","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1039/CT-DURF-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1039/CT-DURF-01/journey.mp4"
"ORI-1039","CT-DURF-06","moyen","assertion-low","MP3 > SP3.2","P1","RG_CONT_ATT_18 - Affichage du bloc ATT et alerte de depassement (hors simulateur)","Étapes 5/5, assertions 0/4","RG_CONT_ATT_18","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1039/CT-DURF-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1039/CT-DURF-06/journey.mp4"
"ORI-1067","CT-OPT-B-04","moyen","assertion-low","MP2 > SP2.1","P1","CA06: Bouton Enregistrer desactive si champs obligatoires manquants ou invalides","Étapes 8/8, assertions 0/6","RG_OPT_CREATE_17, RG_OPT_CREATE_06","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-04/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-04/journey.mp4"
"ORI-1067","CT-OPT-B-05","moyen","assertion-low","MP2 > SP2.1","P1","CA07+CA08+CA09+CA10+CA16: Controles code (filtrage auto, normalisation, min 3, max 20, backend)","Étapes 10/10, assertions 0/4","RG_OPT_CREATE_04, RG_OPT_CREATE_15, RG_OPT_CREATE_05","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1067/CT-OPT-B-05/journey.mp4"
"ORI-1356","CT-VIS-06","moyen","assertion-low","MP3 > SP3.4","P1","RG_INT_CLOSTA_1 / CA J1-J3 - Onglet Cloturés : contenu et actions restreintes","Étapes 5/5, assertions 0/4","RG_INT_CLOSTA_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1356/CT-VIS-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1356/CT-VIS-06/journey.mp4"
"ORI-1356","CT-VIS-07","moyen","assertion-low","MP3 > SP3.4","P2","RG_INT_ABSHOR_1 / CA B8/J5 - Historique d'une absence (cycle de vie)","Étapes 4/4, assertions 0/3","RG_INT_ABSHOR_1","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1356/CT-VIS-07/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-1356/CT-VIS-07/journey.mp4"
"ORI-368","CT-BSN-05","moyen","assertion-low","MP4 > SP4.2","P1","RG_BSN_ABAND_01 / CA1-16-18 - Regle d'abandon selon presence de devis","Étapes 3/3, assertions 0/3","RG_BSN_ABAND_01","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-368/CT-BSN-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-368/CT-BSN-05/journey.mp4"
"ORI-723","CT-DUR-06","moyen","assertion-low","MP3 > SP3.2","P1","RG_CONT_ATT_18 - Bloc annualisation du temps de travail (hors simulateur)","Étapes 5/5, assertions 0/3","RG_CONT_ATT_18","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-06/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-723/CT-DUR-06/journey.mp4"
"ORI-745","CT-UX-01","moyen","assertion-low","MP4 > SP4.1","P1","Icone 'Valide' (task_alt) sur Vue generale RDV Commercial + Drawer et Fiche client/prospect","Étapes 5/5, assertions 0/3","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-01/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-01/journey.mp4"
"ORI-745","CT-UX-02","moyen","assertion-low","MP4 > SP4.1","P1","Icones 'Agence' (Storefront) et 'Duree' sur la Vue generale RDV Commercial","Étapes 4/4, assertions 0/3","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-745/CT-UX-02/journey.mp4"
"ORI-769","CT-LOC-02","moyen","assertion-low","MP4 > SP4.1","P1","RDV sans adresse renseignee : etat vide de la zone localisation","Étapes 2/2, assertions 0/2","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-02/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-02/journey.mp4"
"ORI-769","CT-LOC-05","moyen","assertion-low","MP4 > SP4.1","P2","Adresse non geocodable : affichage texte sans pin precis","Étapes 2/2, assertions 0/2","","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-05/screenshot-annotated.png","mon-espace/recette-sprints-11-12-13/livrables-opencode/preuves/ORI-769/CT-LOC-05/journey.mp4"
