"External ID","Issue Type","Summary","Description","Priority","Labels","Linked Requirement","Test Plan","Test Execution","Test Set"
"TC-ORI-1039-CT-DURF-04-R125","Test","ORI-1039 CT-DURF-04 - RG_CONT_TauxP_16 - Affichage temps reel du taux temps plein (%) (lecture seule UI)","Le taux temps plein s'affiche en lecture seule et se met a jour en temps reel selon les heures hebdomadaires.","Medium","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-05-R126","Test","ORI-1039 CT-DURF-05 - RG_CONT_ModOrg_38_V2 - Liste deroulante mode d'organisation (Forfait jours masque, affichage conditionnel)","La liste mode d'organisation affiche uniquement les options autorisees pour l'Intervenant (Forfait jours masque) et declenche l'affichage conditionnel correct des blocs.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-06-R127","Test","ORI-1039 CT-DURF-06 - RG_CONT_ATT_18 - Affichage du bloc ATT et alerte de depassement (hors simulateur)","Le bloc ATT s'affiche conditionnellement, presente la reference en lecture seule et affiche l'alerte de depassement non bloquante. Le simulateur reste hors scope.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-07-R128","Test","ORI-1039 CT-DURF-07 - RG_CONT_DerogTP_39 - Liste derogation < 24h : apparition conditionnelle et message bloquant","La liste de derogation apparait/disparait selon le seuil 24h en temps partiel, propose les 2 motifs et bloque la navigation avec message si non renseignee.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-08-R129","Test","ORI-1039 CT-DURF-08 - RG_CONT_Compl_40 - Affichage du plafond heures complementaires (lecture seule, conditionnel)","Le plafond d'heures complementaires s'affiche en lecture seule uniquement en temps partiel + Hebdomadaire fixe, avec le bon calcul et wording, masque dans les autres cas.","Medium","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-09-R130","Test","ORI-1039 CT-DURF-09 - RG_CONT_Mutuelle_42 - Alerte seuil mutuelle : affichage/masquage dynamique du message","Le message d'alerte mutuelle s'affiche/disparait dynamiquement selon le seuil mensuel (65h ou seuil marque), avec le wording conforme, sans bloquer la saisie.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-10-R131","Test","ORI-1039 CT-DURF-10 - RG_CONT_TickResto_44 - Alerte seuil tickets restaurant : affichage dynamique selon seuil marque","Le message tickets restaurant s'affiche/disparait dynamiquement sous le seuil marque, avec la bonne valeur [X] injectee depuis la config marque.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-11-R132","Test","ORI-1039 CT-DURF-11 - Conformite maquette Figma et enchainement des affichages conditionnels (UI globale)","L'onglet 4 est conforme a la maquette Figma et gere de facon fluide et coherente l'ensemble des affichages conditionnels lors des changements de nature, mode et heures.","High","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-1039-CT-DURF-12-R133","Test","ORI-1039 CT-DURF-12 - Accessibilite et etats des champs (focus, tab, aria, etats desactives)","L'onglet 4 respecte les bonnes pratiques d'accessibilite et d'etats de champs (navigation clavier, association des messages, champs lecture seule et desactives correctement rendus).","Medium","orion local-only playwright-candidate","ORI-1039","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1039"
"TC-ORI-91-CT-NOTIF-01-R135","Test","ORI-91 CT-NOTIF-01 - RG_NOTIFCREA_01/02 - Emission du message Create quand toutes les conditions sont reunies (intervenant)","Un message ficheCollaborateur typeAction='Create' est emis une seule fois lorsque le statut, les champs obligatoires et le contrat avec date d'embauche sont tous presents.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-02-R136","Test","ORI-91 CT-NOTIF-02 - RG_NOTIFCREA_02 - Non-emission si un champ obligatoire manque","Aucun message n'est emis tant qu'un champ obligatoire manque, conformement a RG_NOTIFCREA_02.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-03-R137","Test","ORI-91 CT-NOTIF-03 - RG_NOTIFCREA_02 - Non-emission si aucun contrat avec date d'embauche","L'absence d'un contrat avec date d'embauche empeche l'emission du message, meme si la fiche est complete.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-04-R138","Test","ORI-91 CT-NOTIF-04 - RG_NOTIFCREA_02 - Emission differee : champ manquant complete ulterieurement","Le premier message est un Create meme si le declenchement resulte d'une completion ulterieure des champs obligatoires.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-05-R139","Test","ORI-91 CT-NOTIF-05 - RG_NOTIFMOD_01 - Emission du message Update lors d'une modification","Toute modification declenche un message Update contenant l'ensemble des blocs renseignes de la fiche.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-06-R140","Test","ORI-91 CT-NOTIF-06 - RG_NOTIFCREA_01/MOD_01 - Inclusion conditionnelle des blocs optionnels (renseigne uniquement)","Seuls les blocs renseignes sont inclus dans le message ; les blocs non renseignes sont absents (pas de valeur null).","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-07-R141","Test","ORI-91 CT-NOTIF-07 - Bloc Competences reserve aux intervenants (absent pour operationnel agence)","Le bloc Competences n'est present que pour les intervenants et jamais pour les operationnels agence.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-08-R142","Test","ORI-91 CT-NOTIF-08 - Cardinalite : un seul message ficheCollaborateur par collaborateur (multi-societe)","Un nouveau contrat dans une autre societe ne genere pas de nouveau ficheCollaborateur ; seul un message contrat est emis.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-09-R143","Test","ORI-91 CT-NOTIF-09 - Correlation idCollaborateur entre ficheCollaborateur et contrat","Les messages ficheCollaborateur et contrat partagent le meme idCollaborateur, permettant leur correlation par Pleiade.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-10-R144","Test","ORI-91 CT-NOTIF-10 - Contenu attendu par le consommateur MP5 Planning","Le message expose l'ensemble des blocs attendus par MP5 Planning pour le matching et l'affichage.","Medium","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-11-R145","Test","ORI-91 CT-NOTIF-11 - Contenu attendu par Pleiade + decoupage NIR (7 segments) et IBAN (9 segments)","Le message fournit a Pleiade tous les blocs attendus ; le programme intermediaire decoupe correctement le NIR (7 segments) et l'IBAN (9 segments).","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-12-R146","Test","ORI-91 CT-NOTIF-12 - Transcodification des identifiants Orion vers valeurs Pleiade","Les identifiants referentiels Orion sont correctement transcodifies vers les valeurs Pleiade ; les cas sans mapping sont maitrises.","High","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-13-R147","Test","ORI-91 CT-NOTIF-13 - Cas RGPD : purge puis reembauche -> nouvel idCollaborateur et flux Create","La reembauche apres purge RGPD genere un nouvel idCollaborateur et un flux Create standard.","Medium","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-91-CT-NOTIF-14-R148","Test","ORI-91 CT-NOTIF-14 - RG_INT_NOTIF_01 - Flag de suivi d'envoi aux autres domaines (etude)","Le flag de suivi d'envoi (RG_INT_NOTIF_01) est verifie ; le comportement definitif reste a confirmer car la RG est en etude.","Low","orion local-only playwright-candidate","ORI-91","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-91"
"TC-ORI-936-CT-CPT-01-R150","Test","ORI-936 CT-CPT-01 - RG_INT_CPTS_1 - Affichage par defaut de l'ecran a la date du jour","L'ecran s'ouvre sur la date du jour et affiche les compteurs dont la periode encadre cette date, avec toutes les colonnes attendues.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-02-R151","Test","ORI-936 CT-CPT-02 - RG_INT_CPTS_1 - Changement de date 'Soldes au' : recalcul et filtrage des compteurs","Le changement de date recalcule et filtre les compteurs affiches selon la regle debut <= date <= fin, bornes incluses.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-03-R152","Test","ORI-936 CT-CPT-03 - RG_INT_CPTA_1 - Bouton 'Aujourd'hui' : retour a la date du jour","Le bouton 'Aujourd'hui' repositionne la date au jour courant et rafraichit les compteurs en consequence.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-04-R153","Test","ORI-936 CT-CPT-04 - RG_INT_CPTT_1 / 1c - Affichage des types de conges selon le parametrage (libelle + periode)","Les types de conges affiches dependent du parametrage (marque/PLEIADE vs franchise), avec libelle et periode conformes.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-05-R154","Test","ORI-936 CT-CPT-05 - RG_INT_CPTT_1c / CA-CPT-04 - Alerte rouge 'X demande(s) en attente de validation'","Un compteur ayant des demandes en attente s'affiche en rouge avec le message et le nombre exact de demandes.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-06-R155","Test","ORI-936 CT-CPT-06 - RG_INT_CPTD_1 - Colonne 'Acquis' : valeur, format et info-bulle","La colonne Acquis affiche la valeur au format 1 decimale, non modifiable, avec l'info-bulle attendue.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-07-R156","Test","ORI-936 CT-CPT-07 - RG_INT_CPTP_1 - Colonne 'Pris' : jours pris <= date du jour, format et info-bulle","La colonne Pris comptabilise uniquement les jours pris jusqu'a la date du jour, au format 1 decimale avec l'info-bulle attendue.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-08-R157","Test","ORI-936 CT-CPT-08 - RG_INT_CPTO_1 - Colonne 'Solde actuel' = Acquis - Pris","La colonne Solde actuel affiche correctement Acquis - Pris au format 1 decimale avec l'info-bulle attendue.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-09-R158","Test","ORI-936 CT-CPT-09 - RG_INT_CPTL_1 - Colonne 'Solde previsionnel' = Acquis - Pris - conges valides futurs","La colonne Solde previsionnel deduit du solde actuel les conges valides posterieurs a la date du jour, au format 1 decimale avec l'info-bulle attendue.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-10-R159","Test","ORI-936 CT-CPT-10 - RG_INT_CPTV_1 / CA-CPT-07 - Bouton 'Voir l'historique' (drawer par periode)","Le clic sur le bouton horloge d'une ligne ouvre le drawer d'historique des compteurs par periode.","Medium","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-11-R160","Test","ORI-936 CT-CPT-11 - RG_INT_CPTB_1 / CA-CPT-05/06 - Bouton MODIFIER selon habilitation","Le bouton MODIFIER n'est accessible qu'aux profils habilites et ouvre l'ecran de modification du compteur selectionne.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-12-R161","Test","ORI-936 CT-CPT-12 - Conformite maquette et lecture seule des champs de l'ecran principal","L'ecran principal est conforme a la maquette, presente les colonnes attendues en lecture seule, et gere la variabilite du nombre de compteurs.","Medium","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-936-CT-CPT-13-R162","Test","ORI-936 CT-CPT-13 - Coherence globale : changement de date -> recalcul de toutes les colonnes","Tout changement de date recalcule de maniere coherente l'ensemble des colonnes (Acquis, Pris, Solde actuel, Solde previsionnel) pour la periode encadrant la date.","High","orion local-only playwright-candidate","ORI-936","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-936"
"TC-ORI-956-CT-ABH-01-R164","Test","ORI-956 CT-ABH-01 - RG_INT_ABAHED/ABAHEF_1 - Visibilite des champs heure selon 'Heures possibles'","Les champs heure ne sont saisissables que si le parametrage 'Heures possibles' = Oui ; sinon la saisie est bloquee avec message.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-02-R165","Test","ORI-956 CT-ABH-02 - RG_INT_ABAHCT_1 cas 1 - Dates differentes : heures grisees et remises a blanc (CA D11/D12)","Quand les dates different, les champs heure sont desactives et vides avec message informatif ; le retour a des dates identiques les reactive.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-03-R166","Test","ORI-956 CT-ABH-03 - RG_INT_ABAHCT_1 cas 2a - Heure debut sans heure fin (CA D13)","La saisie d'une heure de debut sans heure de fin est bloquante avec message dedie.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-04-R167","Test","ORI-956 CT-ABH-04 - RG_INT_ABAHCT_1 cas 2b - Heure fin sans heure debut (CA D14)","La saisie d'une heure de fin sans heure de debut est bloquante avec message dedie.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-05-R168","Test","ORI-956 CT-ABH-05 - RG_INT_ABAHCT_1 cas 2c - Heure debut >= heure fin (CA D15)","Une heure de debut superieure ou egale a l'heure de fin est bloquante avec message dedie.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-06-R169","Test","ORI-956 CT-ABH-06 - RG_INT_ABACHE_1 - Chevauchement avec conges existants (dates <>) (CA E1)","Une absence exclusive chevauchant un conge existant (au moins un jour commun) est bloquee avec affichage de la periode du conge.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-07-R170","Test","ORI-956 CT-ABH-07 - RG_INT_ABACHE_1 - Chevauchement avec absence existante (dates <>) (CA E2)","Une absence exclusive chevauchant une absence existante (au moins un jour commun) est bloquee avec affichage de l'absence concernee.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-08-R171","Test","ORI-956 CT-ABH-08 - RG_INT_ABACHE_1 - Cas passants : periodes disjointes et exclusivite Non / statut Annule (CA E3-E6)","Le controle de chevauchement ne s'applique pas si les periodes sont disjointes, si l'une des exclusivites est Non, ou si l'existante est au statut Annule.","Medium","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-09-R172","Test","ORI-956 CT-ABH-09 - RG_INT_ABACHE_2 - Chevauchement horaire vs conge 1/2 journee (dates =) (CA E7/E8)","Le chevauchement horaire avec un conge en demi-journee est detecte via la regle A1<B2 ET B1<A2 ; les plages disjointes passent.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-10-R173","Test","ORI-956 CT-ABH-10 - RG_INT_ABACHE_2 - Chevauchement horaire vs absence et vs conge journee (CA E9/E10)","Le chevauchement horaire est detecte entre deux plages, et une plage horaire vs une journee complete est systematiquement bloquante.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-11-R174","Test","ORI-956 CT-ABH-11 - RG_INT_ABACAD_1 (A) - Calcul et affichage de la duree en jours (modes de decompte) (CA F1-F4)","La duree en jours est calculee selon le mode de decompte et les concepts (feries, jours non travailles) avec priorite au 'Ne pas decompter', et affichee a l'ecran.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-12-R175","Test","ORI-956 CT-ABH-12 - RG_INT_ABACAD_1 (A) - Droit local Alsace-Moselle et priorite des concepts (CA F5)","Le calcul de duree applique le calendrier des feries correct selon l'agence (Alsace-Moselle vs droit commun).","Medium","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-13-R176","Test","ORI-956 CT-ABH-13 - RG_INT_ABACAD_1 (B) - Calcul et affichage de la duree en heures (dates =) (CA F6-F8)","En mode heures, la duree est calculee (fin - debut) et affichee au format xxhxx, sans appliquer l'algorithme de decompte en jours.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-14-R177","Test","ORI-956 CT-ABH-14 - RG_INT_ABACAD_1 (C) - Duree = 0 : message bloquant","Une periode dont la duree calculee est nulle est bloquee avec le message dedie.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-15-R178","Test","ORI-956 CT-ABH-15 - RG_INT_ABADUR_1 - Controle du nombre de jours max (dates <>) (CA F9-F11)","La duree calculee ne doit pas depasser le nombre de jours max du parametrage (comparaison stricte >), sauf si date debut = date fin ou nombre non renseigne.","High","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-956-CT-ABH-16-R179","Test","ORI-956 CT-ABH-16 - Reutilisation des RG sur les ecrans Modification et Visualisation d'une absence","Les memes regles de gestion des heures/durees/chevauchement s'appliquent de facon coherente sur les ecrans de modification et de visualisation d'une absence.","Medium","orion local-only playwright-candidate","ORI-956","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-956"
"TC-ORI-1356-CT-VIS-01-R181","Test","ORI-1356 CT-VIS-01 - Affichage en lecture seule de l'ecran Visualiser une absence (aucun controle, aucun calcul)","L'ecran de visualisation affiche l'ensemble des donnees de l'absence en lecture seule, sans aucun controle ni recalcul.","High","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-02-R182","Test","ORI-1356 CT-VIS-02 - RG_INT_VISUTEL_1 - Affichage et telechargement des documents justificatifs","Les documents justificatifs sont affiches (nom/date/heure), tries par date decroissante, et telechargeables pour visualisation.","High","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-03-R183","Test","ORI-1356 CT-VIS-03 - RG_INT_ABSVAL_1 - Validation reussie d'une absence 'A valider' (justificatif non requis ou present)","Une absence 'A valider' avec justificatif conforme passe au statut 'Valide' et masque le bouton Valider, avec envoi KAFKA selon la suspension.","High","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-04-R184","Test","ORI-1356 CT-VIS-04 - RG_INT_ABSVAL_1 - Validation bloquee si justificatif obligatoire absent","La validation est bloquee tant qu'un justificatif obligatoire n'est pas fourni, avec message dedie et statut inchange.","High","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-05-R185","Test","ORI-1356 CT-VIS-05 - RG_INT_ABSANN_1 - Annulation d'une absence -> statut 'Annule' et bascule vers l'onglet Cloturés","L'annulation fait passer l'absence au statut 'Annule', la deplace dans l'onglet Cloturés et emet le message KAFKA.","High","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-06-R186","Test","ORI-1356 CT-VIS-06 - RG_INT_CLOSTA_1 / CA J1-J3 - Onglet Cloturés : contenu et actions restreintes","L'onglet Cloturés ne contient que les absences annulees, en consultation seule (visualiser + historique), sans action de validation/annulation.","High","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-07-R187","Test","ORI-1356 CT-VIS-07 - RG_INT_ABSHOR_1 / CA B8/J5 - Historique d'une absence (cycle de vie)","L'historique restitue le cycle de vie complet de l'absence (date, acteur, statut avant/apres), trie par date decroissante.","Medium","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-1356-CT-VIS-08-R188","Test","ORI-1356 CT-VIS-08 - Fermeture de l'ecran de visualisation (bouton FERMER / croix)","L'ecran de visualisation se ferme et revient a la liste des absences via le bouton FERMER ou la croix.","Medium","orion local-only playwright-candidate","ORI-1356","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-1356"
"TC-ORI-745-CT-UX-01-R190","Test","ORI-745 CT-UX-01 - Icone 'Valide' (task_alt) sur Vue generale RDV Commercial + Drawer et Fiche client/prospect","L'icone 'Valide' (task_alt) remplace tous les anciens icones checks sur la Vue generale RDV Commercial, son drawer et la fiche client/prospect.","High","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-745-CT-UX-02-R191","Test","ORI-745 CT-UX-02 - Icones 'Agence' (Storefront) et 'Duree' sur la Vue generale RDV Commercial","Les icones 'Agence' (Storefront) et 'Duree' remplacent respectivement les anciens icones agence et le sablier sur la Vue generale RDV Commercial et son drawer.","High","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-745-CT-UX-03-R192","Test","ORI-745 CT-UX-03 - Icone 'Identite' (contact_page) sur Modification et Creation prospect/lead","L'icone 'Identite' (contact_page) remplace les anciens icones d'acces aux formulaires d'identite sur les ecrans de modification et creation de prospect/lead.","High","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-745-CT-UX-04-R193","Test","ORI-745 CT-UX-04 - Icones 'Telephone/contact' (phone) et 'Service/Produit' (extension)","Les icones 'phone' (telephone/contact hors mail) et 'extension' (service/produit) remplacent les anciens icones sur les ecrans concernes.","Medium","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-745-CT-UX-05-R194","Test","ORI-745 CT-UX-05 - Distinction Tag (statut) vs Alerte (completude/anomalie)","Les statuts sont representes par des tags et les indications de completude/anomalie par des alertes, conformement a la regle de distinction.","High","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
"TC-ORI-745-CT-UX-06-R195","Test","ORI-745 CT-UX-06 - Multi-elements : affichage compact et expansion au clic (listes Clients prospect et Entites juridiques)","Les listes Clients prospect et Entites juridiques affichent les elements multiples de facon compacte (+N) avec expansion au clic, conformement a la maquette.","High","orion local-only playwright-candidate","ORI-745","TP-LOCAL-SPRINT-11-12-13","TE-LOCAL-INT2-SPRINT-11-12-13","TS-ORI-745"
